student_id,gender,school_type,prior_gpa,attendance_pct,quiz_avg,assign_avg,midterm,study_hours_wk,on_time_submit_pct,lms_logins_wk,forum_posts,parent_edu,commute_min,final_score,final_grade_band,passed
S0716,Female,Private,2.91,78.8,89.6,59.4,86.5,5.1,67.1,5.0,5,Bachelor,117,58.6,D,1
S0717,Female,Public,3.17,79.4,80.4,67.2,59.2,3.7,66.5,2.3,16,Bachelor,14,60.4,D,1
S0718,Female,Private,3.12,79.9,65.7,74.7,89.3,12.7,97.1,0.0,15,Bachelor,22,82.3,B,1
S0719,Female,Public,2.15,90.5,73.4,51.0,89.1,8.6,95.0,7.6,9,Bachelor,51,82.2,B,1
S0720,Female,Public,3.06,65.0,71.9,71.5,68.8,5.9,72.7,6.4,10,None,109,46.3,F,0
S0721,Male,Public,3.35,80.1,37.1,88.7,45.5,9.6,51.9,5.5,23,High School,68,61.8,D,1
S0722,Male,Private,3.61,93.5,59.1,84.3,100.0,14.5,63.1,7.2,20,Bachelor,54,78.5,C,1
S0723,Male,Public,3.09,57.2,69.4,65.6,73.8,0.9,100.0,7.2,14,High School,111,62.6,D,1
S0724,Male,Public,2.12,80.2,65.7,56.6,63.1,4.0,90.3,5.5,18,Bachelor,79,59.4,D,1
S0725,Male,Public,2.23,71.0,73.0,77.1,82.3,6.3,81.0,4.4,7,Master,118,60.4,D,1
S0726,Male,Public,2.5,73.6,83.6,46.5,78.5,15.8,100.0,4.0,14,Master,103,75.1,C,1
S0727,Female,Public,2.93,67.1,66.1,84.2,87.7,11.1,100.0,6.1,16,Bachelor,119,81.8,B,1
S0728,Female,Private,2.71,76.0,57.3,69.7,58.1,13.1,79.5,8.5,7,Bachelor,66,61.0,D,1
S0729,Male,Public,2.01,100.0,73.9,92.1,72.8,5.4,79.7,4.7,5,Master,44,58.7,D,1
S0730,Female,Private,2.01,62.8,66.1,53.0,50.2,5.5,71.3,8.7,15,Master,7,54.9,D,1
S0731,Male,Private,1.33,64.0,68.1,82.1,78.0,11.8,75.7,5.9,28,None,87,61.5,D,1
S0732,Female,Private,0.62,62.4,66.5,70.9,67.7,10.2,57.7,6.0,13,Bachelor,31,45.9,F,0
S0733,Female,Private,2.71,98.7,96.9,68.4,72.2,12.2,57.6,11.0,27,High School,1,71.0,C,1
S0734,Male,Public,4.0,72.5,43.1,56.9,65.8,9.2,54.2,9.1,25,None,96,70.1,C,1
S0735,Male,Public,4.0,77.7,65.3,78.6,64.2,11.1,96.3,9.2,22,High School,50,93.2,A,1
S0736,Other,Public,2.12,73.2,70.0,79.4,55.0,10.6,56.6,3.0,26,Bachelor,66,54.6,D,1
S0737,Female,Public,2.9,66.7,60.6,91.6,79.9,13.1,100.0,10.5,12,Bachelor,94,73.1,C,1
S0738,Female,Public,1.77,75.2,80.8,83.1,90.3,13.2,69.0,4.8,22,Master,39,59.3,D,1
S0739,Male,Private,1.88,100.0,79.8,65.5,59.6,3.5,100.0,4.4,4,High School,98,57.6,D,1
S0740,Male,Private,1.96,94.7,69.4,61.0,76.3,1.0,74.5,0.0,9,High School,69,50.3,D,1
S0741,Male,Public,2.64,67.8,66.8,56.9,74.5,14.0,56.5,5.8,16,High School,68,61.6,D,1
S0742,Other,Private,2.67,85.8,68.7,88.2,68.1,14.8,99.3,2.3,1,High School,32,73.1,C,1
S0743,Male,Public,2.98,68.0,68.7,63.4,45.1,5.9,100.0,6.0,22,High School,94,60.5,D,1
S0744,Male,Public,3.26,56.7,69.1,88.3,48.5,2.6,66.4,2.1,27,PhD,28,47.8,F,0
S0745,Other,Public,2.56,90.2,67.7,77.8,56.3,10.4,75.0,9.5,3,High School,74,64.6,D,1
S0746,Female,Public,2.83,91.9,73.0,75.6,35.9,13.7,66.4,6.4,29,Bachelor,99,58.4,D,1
S0747,Male,Public,2.03,90.6,79.0,68.6,89.1,17.2,78.2,10.7,2,High School,13,76.6,C,1
S0748,Female,Public,1.86,72.4,55.2,79.3,73.5,12.1,81.6,2.4,3,Bachelor,48,46.4,F,0
S0749,Female,Public,1.75,76.0,57.4,71.8,67.6,8.5,74.7,8.9,22,Master,81,54.9,D,1
S0750,Female,Public,3.25,87.0,49.0,67.9,35.1,6.4,52.7,0.5,20,Master,32,52.8,D,1
S0751,Male,Private,2.56,82.7,80.4,79.7,40.6,10.0,71.3,5.5,28,High School,3,63.3,D,1
S0752,Female,Public,1.49,73.3,73.0,70.4,68.0,8.8,90.6,3.4,12,Master,49,43.2,F,0
S0753,Male,Private,2.76,58.6,76.1,63.2,97.6,5.9,76.9,3.9,17,High School,59,68.6,C,1
S0754,Female,Public,1.93,79.4,52.8,78.6,57.5,18.2,75.1,3.7,4,Master,110,58.5,D,1
S0755,Female,Public,3.96,90.9,91.4,71.3,81.0,17.1,66.0,2.7,20,None,96,90.9,A,1
S0756,Female,Public,2.39,63.6,62.7,77.4,60.8,14.5,70.8,1.9,29,Bachelor,21,44.5,F,0
S0757,Female,Private,3.28,85.7,72.0,67.0,68.8,6.3,100.0,3.9,17,Bachelor,33,62.7,D,1
S0758,Female,Public,3.56,82.0,80.3,58.7,86.2,13.4,62.9,5.3,27,Master,22,74.8,C,1
S0759,Male,Public,2.13,87.0,58.2,91.1,62.8,12.6,90.8,7.9,11,Master,109,77.3,C,1
S0760,Male,Private,2.85,88.5,63.4,89.0,57.6,11.8,80.7,5.7,29,High School,42,74.4,C,1
S0761,Male,Private,3.19,69.7,72.2,81.7,89.3,15.0,83.7,7.9,16,Master,106,78.5,C,1
S0762,Female,Private,2.88,58.6,100.0,67.7,68.7,12.5,69.0,1.3,4,High School,7,59.5,D,1
S0763,Male,Private,3.05,71.6,73.6,68.7,84.4,13.0,74.7,3.9,10,High School,67,63.3,D,1
S0764,Female,Public,1.87,88.7,89.3,87.2,57.7,12.5,79.9,6.8,14,None,8,70.0,C,1
S0765,Female,Private,3.19,71.5,84.5,68.1,89.1,11.4,72.2,5.9,2,High School,66,79.7,C,1
S0766,Other,Public,2.46,69.7,74.4,65.0,72.1,2.9,85.0,2.8,26,High School,1,59.3,D,1
S0767,Male,Private,3.04,56.1,58.1,92.6,74.5,10.3,86.9,7.3,7,Bachelor,18,78.2,C,1
S0768,Female,Public,3.44,99.0,82.7,71.5,70.0,7.8,100.0,3.7,20,High School,17,76.2,C,1
S0769,Female,Public,3.27,87.9,52.0,91.5,60.4,4.9,84.2,3.1,27,Bachelor,85,69.4,C,1
S0770,Other,Public,3.04,87.2,89.2,56.6,68.0,16.7,51.3,6.2,13,High School,76,60.5,D,1
S0771,Female,Private,3.25,89.6,72.4,77.7,61.4,16.9,97.4,5.0,18,Bachelor,67,81.8,B,1
S0772,Male,Public,3.28,84.9,38.2,94.8,82.4,15.4,76.9,3.7,15,High School,23,87.8,B,1
S0773,Male,Private,3.85,75.1,65.9,72.3,65.0,11.0,100.0,3.6,22,High School,31,67.4,C,1
S0774,Other,Public,2.78,76.0,77.8,69.1,45.6,15.4,100.0,2.3,1,Bachelor,45,74.2,C,1
S0775,Female,Public,2.91,72.9,67.2,59.2,42.8,10.0,72.4,4.0,10,Master,117,67.6,C,1
S0776,Female,Public,3.45,100.0,78.6,83.9,42.1,10.8,90.8,7.8,18,PhD,84,72.2,C,1
S0777,Female,Public,2.46,84.7,59.8,63.5,77.3,5.6,71.1,5.6,2,High School,3,64.4,D,1
S0778,Female,Private,1.87,72.4,54.3,71.0,50.7,11.6,80.0,7.4,25,Master,3,63.9,D,1
S0779,Female,Private,3.15,83.6,69.1,58.4,72.5,10.2,90.1,6.3,18,Bachelor,41,72.8,C,1
S0780,Female,Private,2.66,65.9,70.4,89.1,70.0,4.8,96.7,3.5,0,Master,25,69.3,C,1
S0781,Female,Public,1.95,96.1,65.8,84.7,67.0,9.8,93.4,0.9,0,None,48,54.4,D,1
S0782,Male,Public,3.15,70.1,84.7,71.7,74.6,9.7,81.1,2.7,4,None,119,75.4,C,1
S0783,Male,Private,3.8,84.0,59.8,59.3,70.4,17.2,100.0,3.3,19,None,23,84.0,B,1
S0784,Male,Private,1.66,90.8,73.8,88.9,27.4,13.6,74.5,3.1,15,Master,71,47.3,F,0
S0785,Male,Private,3.52,82.6,70.8,68.0,63.1,10.0,55.9,7.5,14,High School,57,61.6,D,1
S0786,Female,Public,1.02,79.1,51.3,59.8,74.4,11.0,58.8,7.4,16,High School,79,52.1,D,1
S0787,Female,Private,2.52,78.1,54.2,52.6,92.6,10.2,100.0,10.5,14,Bachelor,65,64.4,D,1
S0788,Male,Public,4.0,77.3,70.1,64.9,93.3,9.2,78.9,3.1,10,PhD,61,88.0,B,1
S0789,Male,Private,2.57,71.1,93.8,56.0,47.6,5.7,82.4,9.0,0,Bachelor,33,59.5,D,1
S0790,Female,Private,2.86,72.6,77.0,65.1,62.8,9.4,71.9,9.0,0,Bachelor,115,63.4,D,1
S0791,Female,Private,3.33,95.8,49.3,80.2,44.5,7.0,73.2,4.4,20,High School,32,63.9,D,1
S0792,Female,Public,1.6,76.7,32.7,67.9,90.8,5.0,68.2,6.2,22,Master,17,52.0,D,1
S0793,Male,Private,2.85,68.6,78.8,75.9,83.2,12.0,87.1,8.1,7,None,11,78.1,C,1
S0794,Male,Public,2.84,71.8,68.8,64.0,73.3,11.6,78.5,4.9,7,High School,8,69.7,C,1
S0795,Female,Public,4.0,91.2,83.7,72.7,70.5,2.9,86.5,4.7,12,Bachelor,42,75.5,C,1
S0796,Female,Private,1.93,86.1,59.4,93.1,88.7,9.5,85.1,3.4,19,High School,97,78.1,C,1
S0797,Female,Public,2.53,84.7,74.2,68.2,86.2,14.0,73.6,0.0,17,Bachelor,18,77.8,C,1
S0798,Female,Public,2.15,74.9,80.2,76.2,85.4,14.2,58.1,5.2,16,Bachelor,0,70.3,C,1
S0799,Male,Private,2.08,84.9,64.6,54.8,74.9,14.1,56.8,3.2,1,High School,63,61.7,D,1
S0800,Male,Private,3.59,70.3,64.9,88.7,62.8,10.2,100.0,2.3,12,None,67,76.9,C,1
S0801,Male,Public,2.82,74.9,70.3,66.8,79.5,6.6,100.0,6.1,22,None,67,53.7,D,1
S0802,Male,Public,2.41,89.6,76.5,83.6,80.2,5.7,100.0,1.4,17,None,0,74.1,C,1
S0803,Male,Private,2.44,88.5,69.8,70.6,65.1,11.4,69.9,7.0,24,Master,24,78.3,C,1
S0804,Male,Public,2.41,66.2,81.7,78.7,62.7,11.5,80.1,6.2,20,Bachelor,41,64.6,D,1
S0805,Male,Public,2.47,67.7,64.5,79.4,85.0,15.1,67.8,4.0,26,High School,88,67.5,C,1
S0806,Female,Public,1.91,79.3,54.1,67.0,93.0,14.4,60.3,4.8,17,None,78,58.2,D,1
S0807,Male,Private,2.62,98.7,93.7,84.0,56.8,9.5,71.2,2.0,17,Master,97,77.4,C,1
S0808,Female,Public,2.55,55.0,62.7,63.7,64.0,5.0,99.9,6.9,16,Master,65,51.6,D,1
S0809,Male,Public,2.27,81.3,63.2,80.6,73.3,8.7,92.6,5.5,7,Master,48,75.4,C,1
S0810,Male,Private,2.91,61.5,69.2,67.7,75.3,10.9,65.4,5.7,13,High School,67,55.4,D,1
S0811,Male,Private,2.97,70.4,70.8,75.8,60.2,9.2,75.3,6.3,5,Bachelor,46,59.8,D,1
S0812,Male,Public,2.41,73.6,65.4,66.9,96.3,7.7,91.2,3.4,12,High School,18,62.2,D,1
S0813,Male,Private,2.7,73.0,69.8,72.5,74.3,11.0,71.4,1.2,4,Bachelor,69,79.3,C,1
S0814,Female,Private,4.0,71.6,69.5,60.2,76.0,8.0,81.2,7.4,14,High School,35,70.9,C,1
S0815,Female,Public,4.0,78.1,72.1,74.7,94.4,7.5,86.0,6.7,28,Bachelor,31,77.3,C,1
S0816,Male,Public,2.06,71.6,41.7,72.5,61.3,11.2,85.9,3.7,13,None,85,37.9,F,0
S0817,Male,Public,2.16,60.5,92.6,66.1,66.7,8.4,83.8,6.0,22,Bachelor,7,51.6,D,1
S0818,Male,Private,2.06,87.4,68.2,71.4,49.2,11.0,70.2,8.1,13,High School,2,62.5,D,1
S0819,Female,Private,3.54,87.0,77.0,73.5,65.4,11.1,71.7,7.8,27,Master,42,79.6,C,1
S0820,Male,Public,2.52,88.1,53.5,65.2,45.7,5.4,63.0,3.6,6,High School,71,48.1,F,0
S0821,Male,Private,2.97,59.5,64.3,70.6,79.2,8.1,56.6,1.3,25,Bachelor,100,54.7,D,1
S0822,Female,Private,4.0,81.6,61.9,60.9,74.3,15.8,78.3,1.7,21,High School,62,93.0,A,1
S0823,Female,Public,2.79,86.1,87.6,97.8,63.8,5.4,92.2,4.2,26,Bachelor,31,94.0,A,1
S0824,Female,Private,3.29,65.6,63.0,83.7,66.5,1.5,59.3,8.7,3,Bachelor,41,67.0,C,1
S0825,Male,Private,3.16,78.1,79.1,75.0,79.4,2.6,84.1,3.2,26,High School,45,81.3,B,1
S0826,Male,Private,2.39,76.6,62.2,84.9,51.0,10.1,91.8,3.5,27,High School,40,74.6,C,1
S0827,Male,Private,3.54,100.0,64.6,50.2,71.1,10.1,52.4,3.5,8,High School,80,88.9,B,1
S0828,Female,Public,2.21,100.0,67.1,43.9,78.5,9.5,75.9,3.7,18,High School,95,63.2,D,1
S0829,Female,Private,3.74,58.0,85.4,67.6,41.3,14.9,100.0,5.0,17,Bachelor,85,62.7,D,1
S0830,Male,Public,2.39,100.0,47.3,56.8,78.3,0.0,88.3,1.8,1,None,45,74.1,C,1
S0831,Female,Private,2.47,67.0,54.2,69.4,42.9,11.6,51.9,7.7,15,None,34,41.9,F,0
S0832,Male,Private,2.04,89.8,46.6,74.3,66.2,16.2,89.9,4.6,19,High School,9,57.6,D,1
S0833,Female,Private,2.15,89.6,56.9,82.1,50.5,5.5,68.8,11.2,6,High School,95,48.1,F,0
S0834,Male,Private,2.5,66.1,60.3,59.5,89.5,8.5,90.4,2.1,10,High School,115,61.0,D,1
S0835,Male,Private,1.1,83.9,50.6,76.4,50.6,7.0,69.6,9.0,17,Bachelor,6,30.0,F,0
S0836,Male,Public,2.64,76.7,61.2,72.2,43.2,6.4,79.2,8.5,27,None,15,44.1,F,0
S0837,Female,Public,2.44,84.7,45.8,75.8,70.0,8.7,71.9,4.0,1,Master,25,55.8,D,1
S0838,Male,Public,3.35,80.8,57.8,66.3,61.8,15.7,80.0,4.0,28,Bachelor,95,61.8,D,1
S0839,Male,Private,3.1,92.4,84.4,87.2,45.4,17.3,71.5,2.7,24,High School,25,85.1,B,1
S0840,Female,Public,2.3,78.9,74.8,70.9,75.9,8.7,76.6,2.7,25,Master,1,64.2,D,1
S0841,Female,Public,2.48,76.0,72.2,91.5,38.1,17.6,62.4,5.0,1,Bachelor,40,67.5,C,1
S0842,Female,Public,2.64,91.2,58.0,63.3,52.5,10.1,87.4,5.1,17,Bachelor,43,66.8,C,1
S0843,Female,Public,3.84,85.0,51.6,80.2,59.4,17.0,82.6,1.0,11,High School,47,76.0,C,1
S0844,Female,Public,2.22,86.8,56.3,71.3,80.0,9.6,55.8,10.7,27,Bachelor,61,69.2,C,1
S0845,Female,Private,2.3,70.0,69.5,68.4,87.4,10.5,94.9,4.4,22,High School,29,69.7,C,1
S0846,Male,Private,2.01,65.5,80.4,79.0,84.5,11.5,77.4,5.2,19,Bachelor,3,61.6,D,1
S0847,Male,Public,1.76,71.2,80.8,68.7,65.7,22.7,82.4,3.4,0,High School,12,53.6,D,1
S0848,Male,Private,3.01,70.6,77.6,42.7,31.6,13.4,91.5,4.3,26,High School,88,62.1,D,1
S0849,Male,Public,2.94,87.4,61.1,38.3,73.9,7.2,84.9,4.1,14,Bachelor,79,54.1,D,1
S0850,Male,Public,3.7,89.7,70.3,86.0,90.1,13.9,97.5,5.0,4,High School,31,91.9,A,1
S0851,Male,Public,3.53,76.1,66.1,85.5,86.5,8.6,75.6,5.0,26,High School,112,76.2,C,1
S0852,Male,Private,4.0,95.2,67.6,92.8,74.9,8.0,95.5,7.0,27,Master,64,75.4,C,1
S0853,Female,Public,2.75,94.4,94.4,71.8,50.2,13.6,81.8,5.6,14,High School,95,76.2,C,1
S0854,Female,Public,2.62,80.9,48.9,57.8,60.1,10.1,87.6,6.8,19,None,95,60.6,D,1
S0855,Female,Public,1.89,68.1,67.2,67.4,97.0,11.1,86.1,5.0,18,High School,36,65.0,C,1
S0856,Female,Public,3.29,96.9,84.5,72.1,46.7,10.1,98.6,5.6,9,Master,70,77.3,C,1
S0857,Male,Public,2.88,77.3,52.4,60.9,50.8,11.3,90.8,4.4,22,Bachelor,71,55.3,D,1
S0858,Male,Public,3.26,79.5,62.3,90.1,82.1,11.7,73.4,7.5,29,Bachelor,54,79.9,C,1
S0859,Male,Private,2.0,73.9,63.7,96.6,61.5,2.3,70.4,5.8,28,Master,76,48.5,F,0
S0860,Female,Public,3.05,67.3,67.3,77.3,50.3,12.7,79.3,4.6,20,Bachelor,40,54.9,D,1
S0861,Male,Public,2.94,60.4,50.8,71.9,90.9,6.1,68.6,4.5,10,Master,11,65.0,C,1
S0862,Female,Public,2.9,85.6,77.1,57.8,74.9,4.2,64.2,4.7,27,Bachelor,5,71.6,C,1
S0863,Male,Public,2.32,68.6,78.0,89.0,62.3,9.8,48.1,5.1,27,Master,53,63.3,D,1
S0864,Female,Private,3.63,100.0,76.1,72.8,50.8,10.3,56.8,4.9,0,Bachelor,109,72.7,C,1
S0865,Female,Public,4.0,65.0,59.6,68.8,98.7,7.2,100.0,3.6,10,High School,25,62.0,D,1
S0866,Male,Public,2.02,62.9,71.0,77.3,67.6,13.3,70.2,6.9,16,None,71,69.2,C,1
S0867,Female,Private,3.3,84.1,59.2,65.6,89.0,4.6,100.0,7.1,17,High School,19,57.9,D,1
S0868,Female,Private,0.79,96.4,66.0,73.6,81.4,8.4,86.0,9.5,21,Bachelor,75,63.4,D,1
S0869,Female,Public,3.27,78.8,95.8,56.1,60.2,7.7,79.3,3.5,15,PhD,22,85.2,B,1
S0870,Female,Public,1.49,84.9,71.1,84.0,60.3,9.8,57.5,6.7,0,Bachelor,52,57.1,D,1
S0871,Male,Private,2.43,55.9,55.7,70.9,89.7,11.1,80.1,0.2,4,Bachelor,96,62.1,D,1
S0872,Male,Private,1.88,69.9,72.2,84.7,89.9,6.0,100.0,7.1,22,Bachelor,44,66.9,C,1
S0873,Female,Private,2.65,65.1,53.8,69.8,39.8,12.9,100.0,1.4,20,Master,112,57.6,D,1
S0874,Male,Public,3.39,55.3,55.6,70.5,76.2,10.3,84.1,2.5,19,Bachelor,5,81.7,B,1
S0875,Male,Private,1.5,79.4,57.5,58.7,66.2,2.4,62.8,5.8,13,High School,10,38.5,F,0
S0876,Male,Public,2.55,51.1,64.7,80.4,52.5,2.2,65.6,3.4,8,Bachelor,20,38.6,F,0
S0877,Female,Public,2.44,62.1,81.2,62.4,71.9,10.0,67.2,3.1,9,High School,29,56.3,D,1
S0878,Male,Private,3.91,71.6,76.9,66.6,47.8,9.1,99.2,3.8,20,High School,51,83.8,B,1
S0879,Other,Private,3.1,68.0,76.3,72.0,61.0,9.6,100.0,6.8,15,High School,109,63.0,D,1
S0880,Male,Public,1.98,82.8,56.8,73.3,56.0,9.9,82.9,2.7,3,High School,29,60.3,D,1
S0881,Male,Public,2.47,81.7,63.5,53.2,60.5,10.9,75.5,4.9,11,High School,42,67.6,C,1
S0882,Male,Private,3.89,88.7,73.3,69.5,66.9,13.8,100.0,4.1,24,High School,5,89.0,B,1
S0883,Male,Public,3.3,87.0,62.5,80.7,52.8,5.6,65.3,7.0,17,Master,85,72.5,C,1
S0884,Male,Public,2.16,91.7,66.7,67.8,91.6,5.3,80.8,7.1,25,High School,65,77.6,C,1
S0885,Female,Public,2.61,78.0,75.3,69.5,75.4,5.6,86.9,0.4,15,Master,5,67.5,C,1
S0886,Male,Public,2.64,81.6,65.8,73.8,94.9,11.2,67.1,7.6,14,None,55,67.8,C,1
S0887,Male,Private,2.42,84.1,72.7,70.6,65.6,15.0,70.5,3.5,28,PhD,26,68.6,C,1
S0888,Male,Public,1.6,79.7,89.1,60.7,59.8,8.3,69.3,5.6,15,Bachelor,50,52.7,D,1
S0889,Male,Public,2.33,73.2,67.9,71.6,94.4,0.0,100.0,2.7,4,Master,34,81.9,B,1
S0890,Female,Private,3.77,74.0,84.2,82.9,59.3,3.2,100.0,5.9,12,Bachelor,94,68.7,C,1
S0891,Male,Public,2.53,68.2,76.7,60.4,65.3,6.7,81.7,11.4,19,Bachelor,6,61.9,D,1
S0892,Female,Public,2.73,83.1,52.4,67.9,78.8,7.8,76.0,5.3,10,High School,71,52.6,D,1
S0893,Male,Public,2.9,76.9,56.8,56.8,49.4,8.4,71.0,3.9,12,High School,95,56.7,D,1
S0894,Male,Private,4.0,70.0,60.0,82.4,78.7,10.2,80.0,4.4,26,Bachelor,0,73.3,C,1
S0895,Female,Private,2.81,70.1,59.7,71.0,76.8,8.8,71.7,1.3,13,None,108,67.4,C,1
S0896,Male,Private,3.57,63.5,68.9,62.6,87.0,14.2,78.5,8.6,9,None,91,78.7,C,1
S0897,Female,Public,2.38,89.7,77.4,73.0,81.4,7.3,86.2,5.8,3,Master,33,81.2,B,1
S0898,Female,Private,2.62,78.9,85.1,58.8,87.5,6.6,73.9,2.4,12,High School,57,77.7,C,1
S0899,Male,Public,2.81,67.6,73.7,60.6,66.3,11.9,77.2,2.5,22,Bachelor,81,62.4,D,1
S0900,Female,Public,2.26,87.7,64.7,55.9,55.1,3.9,77.2,5.0,8,High School,62,47.2,F,0
S0901,Male,Public,2.66,71.3,45.0,60.3,99.6,11.6,75.2,7.3,14,High School,90,58.4,D,1
S0902,Other,Public,3.42,61.1,70.8,86.9,45.1,10.4,73.4,2.1,19,High School,106,65.1,C,1
S0903,Female,Public,2.24,90.3,70.3,63.9,46.6,9.4,91.4,7.8,27,Bachelor,42,62.1,D,1
S0904,Male,Public,2.8,71.6,72.2,77.1,76.5,16.4,53.4,4.8,24,Master,13,70.7,C,1
S0905,Male,Private,3.3,73.1,95.3,62.8,92.4,7.5,100.0,2.7,8,Master,51,74.3,C,1
S0906,Female,Private,2.22,78.5,84.9,80.4,70.8,18.2,82.0,3.8,4,High School,71,83.8,B,1
S0907,Male,Public,3.57,91.7,79.4,60.7,83.0,9.1,89.2,9.4,20,High School,93,69.3,C,1
S0908,Female,Private,2.85,78.2,58.5,72.4,38.1,4.9,90.9,1.5,7,Master,33,51.4,D,1
S0909,Male,Private,2.68,63.6,63.8,72.6,60.5,10.3,69.4,3.2,11,None,111,49.1,F,0
S0910,Male,Public,1.39,84.5,68.9,97.6,39.9,5.7,66.3,7.4,3,High School,4,48.8,F,0
S0911,Female,Private,2.54,72.2,60.7,78.9,79.7,7.0,64.5,5.5,23,Bachelor,69,70.3,C,1
S0912,Female,Private,3.06,100.0,76.0,65.5,44.8,11.6,76.3,3.0,4,Bachelor,52,68.4,C,1
S0913,Female,Public,4.0,78.0,74.3,79.5,48.8,12.2,90.5,7.4,11,High School,83,76.8,C,1
S0914,Female,Public,3.2,51.2,56.9,95.5,75.7,7.5,71.2,7.5,12,None,34,66.6,C,1
S0915,Male,Public,3.59,82.3,84.4,54.1,83.9,13.9,89.1,5.8,1,PhD,111,78.6,C,1
S0916,Male,Private,1.95,100.0,71.2,62.7,65.6,14.6,44.5,3.5,23,Master,0,66.8,C,1
S0917,Male,Public,2.71,96.9,49.3,69.4,76.6,15.7,74.2,3.9,18,Bachelor,97,74.5,C,1
S0918,Male,Public,3.65,100.0,69.4,67.4,76.1,12.1,97.5,5.7,16,Bachelor,59,75.7,C,1
S0919,Male,Public,2.18,65.8,73.4,68.3,64.8,15.5,77.4,1.7,5,Master,61,57.2,D,1
S0920,Female,Public,3.48,88.9,81.7,57.7,51.6,2.5,67.6,8.3,1,Bachelor,37,67.2,C,1
S0921,Male,Public,3.31,69.3,66.0,87.4,76.5,8.7,70.1,9.3,1,Bachelor,47,79.0,C,1
S0922,Male,Private,2.99,80.7,79.9,56.4,77.2,6.5,34.6,4.4,18,Bachelor,52,72.2,C,1
S0923,Female,Public,2.57,62.7,72.2,69.8,81.4,10.5,64.8,5.9,22,High School,37,77.7,C,1
S0924,Male,Private,2.11,70.3,54.2,83.5,72.7,7.7,95.9,8.0,23,Master,1,62.9,D,1
S0925,Other,Public,4.0,69.9,53.0,71.7,50.5,9.3,71.3,9.9,24,Bachelor,48,61.3,D,1
S0926,Male,Public,3.24,88.8,83.5,61.2,78.4,17.5,73.0,8.9,11,High School,48,80.2,B,1
S0927,Male,Public,3.04,87.6,84.4,57.2,68.0,9.3,45.0,0.7,0,Bachelor,86,66.0,C,1
S0928,Female,Public,2.51,81.3,73.9,69.5,60.8,11.7,55.5,4.2,7,Master,56,59.0,D,1
S0929,Female,Private,2.83,61.8,87.9,63.7,63.6,9.1,97.9,6.3,23,High School,65,67.2,C,1
S0930,Female,Private,2.92,74.3,82.7,74.3,57.6,10.3,89.3,3.8,22,Bachelor,55,71.2,C,1
S0931,Male,Public,3.08,69.0,78.2,56.6,81.3,10.0,60.5,9.5,15,None,50,56.8,D,1
S0932,Male,Private,3.31,88.4,59.1,80.9,46.7,11.8,70.5,9.1,0,Bachelor,86,76.4,C,1
S0933,Female,Private,2.25,92.1,90.8,73.3,53.1,14.7,79.6,3.0,23,PhD,81,56.3,D,1
S0934,Male,Public,1.77,90.7,76.4,74.1,63.1,16.6,62.1,4.6,24,Master,118,63.5,D,1
S0935,Female,Public,2.86,68.9,65.4,87.9,92.2,11.2,49.9,3.1,6,Master,59,77.3,C,1
S0936,Male,Private,1.58,45.1,62.0,67.2,83.8,12.4,77.6,4.5,24,Bachelor,3,54.5,D,1
S0937,Male,Private,2.57,56.8,73.1,64.0,43.4,5.4,88.6,4.4,19,Bachelor,70,47.1,F,0
S0938,Male,Public,2.44,95.1,49.9,66.0,88.3,9.6,88.9,7.4,26,Bachelor,47,84.9,B,1
S0939,Female,Public,3.14,73.2,78.4,69.9,88.2,13.8,93.1,2.8,18,High School,11,74.3,C,1
S0940,Male,Public,4.0,69.0,58.6,71.0,50.4,13.5,56.7,0.0,2,Bachelor,102,50.9,D,1
S0941,Other,Public,1.44,97.7,74.4,62.9,30.2,10.8,80.9,1.0,19,Bachelor,75,57.0,D,1
S0942,Male,Public,4.0,93.2,63.7,49.7,66.9,13.5,76.0,2.4,3,Bachelor,75,63.9,D,1
S0943,Male,Public,2.64,78.3,66.8,65.8,84.8,12.0,78.7,3.4,7,High School,76,62.5,D,1
S0944,Male,Public,3.04,74.5,60.9,76.0,91.9,14.8,76.8,5.5,26,High School,118,79.3,C,1
S0945,Female,Public,1.81,76.4,68.1,73.5,54.9,11.2,70.1,2.3,29,High School,82,51.4,D,1
S0946,Female,Public,3.5,80.7,92.7,85.2,94.3,8.6,34.7,2.0,14,High School,85,82.8,B,1
S0947,Female,Public,2.83,97.2,86.6,93.5,34.6,11.3,97.4,2.7,8,High School,90,65.5,C,1
S0948,Male,Public,2.76,83.1,74.3,80.4,62.5,0.0,84.9,2.2,11,High School,86,68.8,C,1
S0949,Female,Private,1.44,86.7,69.7,87.2,61.7,11.5,57.7,3.6,7,Master,84,45.0,F,0
S0950,Male,Private,2.85,92.0,80.1,80.4,85.3,0.0,87.1,3.5,17,None,9,82.3,B,1
S0951,Female,Public,3.39,64.0,83.6,90.8,87.5,3.1,73.3,6.7,12,Master,48,67.3,C,1
S0952,Female,Private,2.63,87.1,60.0,92.4,82.3,11.8,73.7,2.5,1,High School,33,84.7,B,1
S0953,Male,Private,3.62,74.5,69.1,82.5,47.7,11.9,68.5,4.1,18,Master,106,62.0,D,1
S0954,Female,Public,3.59,47.8,48.1,79.8,80.9,5.4,88.1,3.6,19,Bachelor,70,75.9,C,1
S0955,Female,Private,2.35,52.5,83.5,69.7,75.6,7.2,68.0,7.0,20,Master,61,48.4,F,0
